,hwu64_id,utterance,true_intent,scenario,dataset,predicted_intent,confidence
3223,2507,light colour for study room,iot:hue_lightup,iot,test,iot:hue_lightchange,0.5280174016952515
3224,1128,Turn up the lights in the living room,iot:hue_lightup,iot,test,iot:hue_lightup,0.9261052012443542
3225,3320,Olly retrieve the light for me.,iot:hue_lightup,iot,train_ms,iot:hue_lightup,0.7739300727844238
3226,3318,Olly can you raise the lights for me please?,iot:hue_lightup,iot,train_nlu,iot:hue_lightup,0.9971747994422911
3227,2617,Increase the intensity of the lighting in the room,iot:hue_lightup,iot,train_nlu,iot:hue_lightup,0.9996312856674194
3228,189,make the room brighter,iot:hue_lightup,iot,train_nlu,iot:hue_lightup,0.9996836185455322
3229,6421,increase the brightness of lights bedroom,iot:hue_lightup,iot,valid,iot:hue_lightup,0.9974081516265868
3230,4461,Raise living room lights half way,iot:hue_lightup,iot,test,iot:hue_lightup,0.996806800365448
3231,3767,Can the lights be turned up?,iot:hue_lightup,iot,train_ms,nlu_fallback,0.3
3232,2653,Increase the light level.,iot:hue_lightup,iot,test,iot:hue_lightup,0.9645218849182128
3233,5675,make the light more brighter,iot:hue_lightup,iot,valid,iot:hue_lightup,0.9988653063774108
3234,6422,please set the brightness of lightness appropriately in kitchen,iot:hue_lightup,iot,train_nlu,iot:hue_lightup,0.99813973903656
3235,6276,"Google, brighten the lights.",iot:hue_lightup,iot,train_ms,iot:hue_lightup,0.9976014494895936
3236,722,can you bright the lights please,iot:hue_lightup,iot,test,iot:hue_lightup,0.9259003400802612
3237,4326,Please increase the light.,iot:hue_lightup,iot,train_ms,iot:hue_lightup,0.997865915298462
3238,4901,Turn the chandelier all the way up,iot:hue_lightup,iot,valid,audio:volume_up,0.5791292190551758
3239,1463,LIGHT KO RAISE KARO.,iot:hue_lightup,iot,valid,iot:hue_lightup,0.998397707939148
3240,5676,increase the bright of the light,iot:hue_lightup,iot,test,iot:hue_lightup,0.9991644620895386
3241,4312,brighten up the lighting,iot:hue_lightup,iot,valid,iot:hue_lightup,0.9997074007987976
3242,1461,I WANT TO RAISE THE LIGHT.,iot:hue_lightup,iot,test,iot:hue_lightup,0.9984451532363892
3243,4012,I would like all the lights on when I enter.,iot:hue_lightup,iot,valid,iot:hue_lightchange,0.8323777914047241
3244,1013,"Cortana, increase the brightness of the lights.",iot:hue_lightup,iot,valid,iot:hue_lightup,0.9985926151275636
3245,6469,more bright,iot:hue_lightup,iot,test,iot:hue_lightup,0.9972073435783386
3246,6315,Please put all the lights,iot:hue_lightup,iot,test,nlu_fallback,0.3
3247,3139,Change up the light colors at home.,iot:hue_lightup,iot,train_ms,iot:hue_lightchange,0.9973533153533936
3248,66,Set lights brightness higher,iot:hue_lightup,iot,train_nlu,iot:hue_lightup,0.9982231259346008
3249,2301,brighten more light.,iot:hue_lightup,iot,test,iot:hue_lightup,0.998966097831726
3250,6744,add light,iot:hue_lightup,iot,train_nlu,iot:hue_lightup,0.9970790147781372
3251,1964,More lights please,iot:hue_lightup,iot,test,iot:hue_lightup,0.8084884285926819
3252,6743,more light,iot:hue_lightup,iot,train_ms,iot:hue_lightup,0.9464885592460632
3253,3777,Brighten the lights please,iot:hue_lightup,iot,train_ms,iot:hue_lightup,0.9982540607452391
3254,8576,Turn off WiFi when you leave home to save power,iot:wemo_off,iot,test,iot:wemo_off,0.7153079509735107
3255,3648,Please turn off the wemo plug,iot:wemo_off,iot,valid,iot:wemo_off,0.9975446462631226
3256,3650,Turn the plug off.,iot:wemo_off,iot,train_ms,nlu_fallback,0.3
3257,6239,Shut the smart socket down.,iot:wemo_off,iot,valid,nlu_fallback,0.3
3258,6213,Please turn off wemo socket.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9986271858215332
3259,6238,Turn the wemo off.,iot:wemo_off,iot,train_ms,iot:wemo_off,0.990688979625702
3260,2418,Turn off my wemo plug,iot:wemo_off,iot,valid,iot:wemo_off,0.9984153509140016
3261,8575,Mute your Android phone when you arrive at work,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.99729984998703
3262,5373,Turn off the Wemo plug socket,iot:wemo_off,iot,train_ms,iot:wemo_off,0.999329149723053
3263,3493,Turn off/on the socket!,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9881678223609924
3264,3494,Power off/on!,iot:wemo_off,iot,test,iot:wemo_off,0.9995760917663574
3265,5946,Please male the smart socket turn off,iot:wemo_off,iot,train_ms,iot:wemo_off,0.996261715888977
3266,5372,Can you please turn off the Wemo plug socket?,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9987581968307496
3267,5371,Please turn off the Wemo plug socket.,iot:wemo_off,iot,test,iot:wemo_off,0.999059796333313
3268,5336,I would love the wemo socket to not be active right now,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9850463271141052
3269,5335,Can we deactive the socket,iot:wemo_off,iot,valid,iot:wemo_off,0.9415196776390076
3270,5334,Please mark  the wemo socket to off,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9989768862724304
3271,3384,Shut off the socket,iot:wemo_off,iot,test,general:commandstop,0.8613760471343994
3272,6173,Turn off the smart socket,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9981282949447632
3273,2109,Turn off WeMo [name] in game room,iot:wemo_off,iot,train_ms,iot:wemo_on,0.8144906759262085
3274,204,Turn off the rice cooker socket,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9891120791435242
3275,1055,Turn off my smart plug socket in 30 minutes.,iot:wemo_off,iot,valid,iot:wemo_off,0.9973223209381104
3276,6182,socket off,iot:wemo_off,iot,valid,iot:wemo_off,0.9972850680351256
3277,6183,please turn socket off,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9942110180854796
3278,3383,Shut down the plug,iot:wemo_off,iot,valid,general:commandstop,0.97105473279953
3279,5475,Switch off the plug socket,iot:wemo_off,iot,valid,iot:wemo_off,0.9996594190597534
3280,1898,if idle then turn off else turn on,iot:wemo_off,iot,test,iot:hue_lightoff,0.8519690632820129
3281,5154,Turn off bedroom fan,iot:wemo_off,iot,valid,iot:hue_lightoff,0.9286428689956664
3282,3619,Turn off the wemo plug,iot:wemo_off,iot,valid,iot:wemo_off,0.9983114004135132
3283,3620,Power off the wemo plug,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9998620748519896
3284,3621,Switch off the wemo plug,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9995862245559692
3285,5123,Please switch off/on the wenmo plug socket.,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9836907386779784
3286,5122,The wenmo plug should be turned off/on.,iot:wemo_off,iot,valid,iot:wemo_off,0.8683540225028992
3287,5121,Can you turn off/on the wenmo plug socket.,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9895168542861938
3288,6181,turn socket off,iot:wemo_off,iot,test,iot:wemo_off,0.998212456703186
3289,3025,Power off wemo plug socket.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9999192357063292
3290,371,Turn off the smart plug,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9944370985031128
3291,294,disable my  okug,iot:wemo_off,iot,test,music:settings,0.3744972646236419
3292,3256,"Alexa, turn off the Wemo socket in the kitchen.",iot:wemo_off,iot,test,iot:wemo_off,0.950707197189331
3293,3024,Switch off the wemo plug socket.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9996272921562196
3294,3255,"Alexa, turn off the fan in the master bedroom.",iot:wemo_off,iot,test,iot:hue_lightoff,0.978081464767456
3295,5664,turn off plug,iot:wemo_off,iot,train_ms,iot:wemo_off,0.4911704659461975
3296,703,I want you to turn off the plug socket before the cellphone is charged,iot:wemo_off,iot,valid,iot:wemo_off,0.99452406167984
3297,4301,PDA turn wemo plug socket off,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9996464848518372
3298,2764,"PDA, please turn off the smart socket.",iot:wemo_off,iot,test,iot:wemo_off,0.9969745874404908
3299,2766,"PDA, can you turn off the smart socket.",iot:wemo_off,iot,train_ms,iot:wemo_off,0.997003436088562
3300,793,Can u turn off wemo plug socket,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9997674822807312
3301,1466,Keep the socket in off condition,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9997203946113586
3302,4211,Smart plug socket off please.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.998072385787964
3303,4210,Please turn off the smart plug socket.,iot:wemo_off,iot,valid,iot:wemo_off,0.9978829026222228
3304,6806,turn off smart plug socket,iot:wemo_off,iot,train_ms,iot:wemo_off,0.999132513999939
3305,2838,Switch off the smart plug socket now,iot:wemo_off,iot,valid,iot:wemo_off,0.9981321692466736
3306,2837,Will you please turn off the smart plug,iot:wemo_off,iot,train_ms,iot:wemo_off,0.5934738516807556
3307,6807,deactivate smart plug socket,iot:wemo_off,iot,valid,iot:wemo_on,0.9929510951042176
3308,6808,shut down SPS (smart plug socket),iot:wemo_off,iot,train_ms,iot:wemo_on,0.6167296171188354
3309,1053,Turn off my smart plug socket.,iot:wemo_off,iot,test,iot:wemo_off,0.9981369972229004
3310,7063,Turn of the lamp socket,iot:wemo_off,iot,test,iot:wemo_off,0.5851011276245117
3311,6848,Power off please,iot:wemo_off,iot,train_ms,iot:wemo_off,0.994839608669281
3312,4171,Disable smark socket.,iot:wemo_off,iot,valid,iot:wemo_off,0.8316879868507385
3313,4172,I want the smart socket off now.,iot:wemo_off,iot,test,iot:wemo_off,0.9928699135780334
3314,5731,Off all type of active devices,iot:wemo_off,iot,valid,nlu_fallback,0.3
3315,2290,Shut off my living room plug socket.,iot:wemo_off,iot,valid,nlu_fallback,0.3
3316,1381,off the plug,iot:wemo_off,iot,train_ms,general:commandstop,0.4885691404342651
3317,6846,switch off the plug point,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9995569586753844
3318,4184,I want the wemo socket off.,iot:wemo_off,iot,train_ms,iot:wemo_off,0.998910665512085
3319,4185,Stop powering the wemo socket.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9997141361236572
3320,7180,Turn off/on wemo outlet.,iot:wemo_off,iot,test,iot:wemo_off,0.9912780523300172
3321,2835,Turn off my wemo socket,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9988815784454346
3322,2836,Disable wemo socket,iot:wemo_off,iot,train_ms,iot:wemo_off,0.7979949712753296
3323,6847,switch off the power,iot:wemo_off,iot,test,iot:wemo_off,0.9996293783187866
3324,5663,turn off socketname,iot:wemo_off,iot,train_ms,iot:wemo_off,0.8582072257995605
3325,701,please turn off the plug socket of my phone when it'll be charged,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9986035227775574
3326,908,Turn off wemo,iot:wemo_off,iot,valid,iot:wemo_off,0.9953036904335022
3327,5945,Make the smart socket turn off,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9965984225273132
3328,3333,turn off socket,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9981908202171326
3329,1676,Switch off Wemo.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9991669058799744
3330,416,power down the plug socket 1.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9998066425323486
3331,3723,Turn off my wemo plug socket.,iot:wemo_off,iot,test,iot:wemo_off,0.9992953538894652
3332,5944,Switch off the smart socket,iot:wemo_off,iot,valid,iot:wemo_off,0.999224066734314
3333,3725,Turn off my wemo plug socket now.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9994272589683532
3334,2987,Turn off wemo socket,iot:wemo_off,iot,valid,iot:wemo_off,0.9993377327919006
3335,2986,I do not  want to use the socket anymore,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.999303102493286
3336,4478,Please power down.,iot:wemo_off,iot,valid,iot:wemo_off,0.9990188479423524
3337,2985,Turn off the socket,iot:wemo_off,iot,valid,iot:wemo_off,0.996203362941742
3338,6498,Turn off the fan08,iot:wemo_off,iot,test,audio:volume_mute,0.884889543056488
3339,5628,Can you please turn off my wemo plug.,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9947364926338196
3340,6500,Turn off the tv in room3,iot:wemo_off,iot,valid,iot:hue_lightoff,0.9820801615715028
3341,4684,cut wemo power please,iot:wemo_off,iot,valid,iot:wemo_off,0.999728798866272
3342,4630,Turn off my wifi.,iot:wemo_off,iot,valid,calendar:remove,0.5721908211708069
3343,4479,Turn off.,iot:wemo_off,iot,test,audio:volume_mute,0.9603018760681152
3344,4480,Power off.,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9978774785995485
3345,909,Turn off smart socket,iot:wemo_off,iot,test,iot:wemo_off,0.998927116394043
3346,5662,Turn off sockets,iot:wemo_off,iot,valid,iot:wemo_off,0.991104543209076
3347,4574,"I'd like you to shut off my smart plug socket now, please.",iot:wemo_off,iot,valid,general:commandstop,0.7961995601654053
3348,5630,"Hello, I want to turn off my wemo plug,",iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9997671246528624
3349,4572,Please turn off my smart plug socket.,iot:wemo_off,iot,test,iot:wemo_off,0.9978591203689576
3350,910,Wemo plug socket off,iot:wemo_off,iot,train_ms,iot:wemo_off,0.9997348189353944
3351,6533,Switch wemo plug socket off,iot:wemo_off,iot,train_nlu,iot:wemo_off,0.9997841715812684
3352,16191,I'd like you to turn turn on the TV.,iot:wemo_on,iot,valid,iot:wemo_on,0.9652199149131776
3353,5760,Make the wemo go on,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9943064451217652
3354,3203,turn on smart socket in dining room,iot:wemo_on,iot,valid,iot:wemo_on,0.9987540245056152
3355,5759,Turn wemo on,iot:wemo_on,iot,train_ms,iot:wemo_on,0.8469439148902893
3356,3335,turn on plug,iot:wemo_on,iot,valid,iot:wemo_on,0.9397565126419068
3357,5416,Please turn on the wemo plug socket,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9728950262069702
3358,5417,Can you turn on the demo plug socket?,iot:wemo_on,iot,test,iot:wemo_on,0.949454665184021
3359,5476,Activate the wemo plug socket,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.995593249797821
3360,1899,turn on when plugged in else turn off,iot:wemo_on,iot,test,nlu_fallback,0.3
3361,16183,olly start the oven,iot:wemo_on,iot,train_ms,recommendation:movies,0.6841402053833008
3362,5730,On all the button on dashboard,iot:wemo_on,iot,valid,nlu_fallback,0.3
3363,5629,Please switch on my wemo plug socket.,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.95889413356781
3364,5728,On/off mobile charger plug,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.999859631061554
3365,16182,olly start the laundry,iot:wemo_on,iot,train_ms,calendar:set,0.991713285446167
3366,1900,if switch is on then turn on else turn off,iot:wemo_on,iot,test,nlu_fallback,0.3
3367,3334,turn on socket,iot:wemo_on,iot,test,iot:wemo_on,0.9722687602043152
3368,4078,turn on this socket,iot:wemo_on,iot,test,iot:wemo_on,0.7166203856468201
3369,2420,Wemo socket on,iot:wemo_on,iot,valid,iot:wemo_on,0.8129002451896667
3370,702,turn on the tv socket when I arrive home,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9992566108703612
3371,6583,turn on the smart plug,iot:wemo_on,iot,valid,iot:wemo_on,0.9996511936187744
3372,6582,flip the wemo on,iot:wemo_on,iot,test,iot:wemo_on,0.6818990707397461
3373,6581,turn on the wemo,iot:wemo_on,iot,test,iot:wemo_on,0.9475505948066713
3374,2289,Turn my bathroom plug socket on.,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9990086555480956
3375,3807,pls turn on my door lock,iot:wemo_on,iot,valid,takeaway:query,0.6145315170288086
3376,4302,wemo plug socket turn on,iot:wemo_on,iot,test,iot:wemo_on,0.9127703309059144
3377,2291,Turn on my son's room plug socket on/off.,iot:wemo_on,iot,test,iot:wemo_on,0.9945167899131776
3378,6534,Toggle wemo plug socket on,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9992952346801758
3379,6532,Turn wemo plug socket on,iot:wemo_on,iot,test,iot:wemo_on,0.9310702085494996
3380,6499,Turn on the geyser,iot:wemo_on,iot,test,calendar:remove,0.4069374501705169
3381,4682,power on wemo,iot:wemo_on,iot,valid,iot:wemo_off,0.989286720752716
3382,4683,turn my plug on,iot:wemo_on,iot,train_ms,iot:wemo_on,0.9735296964645386
3383,168,Turn on the plug.,iot:wemo_on,iot,test,iot:wemo_on,0.8715846538543701
3384,4573,Turn my smart plug socket on.,iot:wemo_on,iot,valid,iot:wemo_on,0.9979383945465088
3385,1623,turn on the wemo plug,iot:wemo_on,iot,test,iot:wemo_on,0.9582892656326294
3386,4300,PDA wemo plug socket on,iot:wemo_on,iot,valid,iot:wemo_on,0.8498675227165222
3387,1465,Make the socket available for me,iot:wemo_on,iot,valid,iot:wemo_on,0.7580006122589111
3388,4079,wemo on,iot:wemo_on,iot,valid,iot:wemo_on,0.7224633693695068
3389,4080,*clapping sound*,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9954495429992676
3390,7064,Turn on the light'socket,iot:wemo_on,iot,test,iot:wemo_on,0.9419856667518616
3391,7065,Turn on the fan socket,iot:wemo_on,iot,valid,iot:wemo_on,0.9387624859809875
3392,1380,on the plug,iot:wemo_on,iot,train_ms,iot:wemo_on,0.66609787940979
3393,1382,start the smart plug,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9990598559379578
3394,2765,"PDA, please turn on the smart socket.",iot:wemo_on,iot,valid,iot:wemo_on,0.9942582845687866
3395,7181,Outlet on/off.,iot:wemo_on,iot,valid,iot:wemo_on,0.9464383125305176
3396,4212,Turn on the wemo plug socket.,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.985867440700531
3397,795,Turn on the wemo plug socket to plug in my Dongle,iot:wemo_on,iot,test,iot:wemo_on,0.9818929433822632
3398,6746,You can set schedules for your devices and control them remotely using a mobile internet connection,iot:wemo_on,iot,valid,iot:wemo_on,0.994296371936798
3399,794,Turn on the Wemo plug socket to connect my charger to it,iot:wemo_on,iot,train_ms,iot:wemo_on,0.9875247478485109
3400,6745,You'll be able to turn that device on or off using your smartphone or tablet,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.999260187149048
3401,1464,Turn on the socket.,iot:wemo_on,iot,valid,iot:wemo_on,0.9847559928894044
3402,6747,You can also add additional switches to your home to control more devices.,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9994102120399476
3403,1624,switch on the wemo plug,iot:wemo_on,iot,train_ms,iot:wemo_on,0.9300978183746338
3404,1054,Please turn on my smart plug socket.,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.99679696559906
3405,2097,Power [Coffee maker name] on,iot:wemo_on,iot,train_ms,iot:coffee,0.9987583756446838
3406,3649,Could you please turn on the plug?,iot:wemo_on,iot,test,general:commandstop,0.5333591103553772
3407,2108,Turn on WeMo [name] in game room,iot:wemo_on,iot,valid,iot:wemo_on,0.8001824021339417
3408,5153,Turn on kitchen light,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.974454700946808
3409,6215,Turn on switch of wemo socket.,iot:wemo_on,iot,valid,iot:wemo_on,0.7106896042823792
3410,1625,make the wemo plug socket turned on.,iot:wemo_on,iot,valid,iot:wemo_on,0.8393638730049133
3411,2419,Turn on my wemo socket,iot:wemo_on,iot,train_ms,iot:wemo_on,0.9818978309631348
3412,2120,Enable wemo,iot:wemo_on,iot,test,iot:wemo_on,0.9805359840393066
3413,6214,Please turn on wemo socket,iot:wemo_on,iot,test,iot:wemo_on,0.8959572315216064
3414,5182,Enable smart socket,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9987161755561828
3415,5183,start new smart socket,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9982078671455384
3416,169,Switch on the plug.,iot:wemo_on,iot,test,iot:wemo_on,0.9660916328430176
3417,170,Turn on my plug.,iot:wemo_on,iot,valid,iot:wemo_on,0.9166834354400636
3418,5184,Turn on new smart socket,iot:wemo_on,iot,train_nlu,iot:wemo_on,0.9980759620666504
3419,203,Turn on the rice cooker socket,iot:wemo_on,iot,train_ms,iot:wemo_on,0.9837310314178468
3420,5155,Turn on living room radio,iot:wemo_on,iot,train_ms,play:radio,0.9980897307395936
3421,295,enable my plug,iot:wemo_on,iot,valid,iot:wemo_on,0.4347331821918487
3422,296,turn on the smart charger,iot:wemo_on,iot,test,iot:wemo_on,0.9995592832565308
3423,372,Turn the smart plug on,iot:wemo_on,iot,valid,iot:wemo_on,0.9996627569198608
3424,4716,I need to turn on the plug in my office for my computer.,iot:wemo_on,iot,test,email:addcontact,0.6922260522842407
3425,3724,Please turn on my wemo plug socket.,iot:wemo_on,iot,test,iot:wemo_on,0.9770886898040771
3426,415,power up the plug socket 1.,iot:wemo_on,iot,test,iot:wemo_off,0.999886691570282
3427,1677,Turn on Wemo.,iot:wemo_on,iot,test,iot:wemo_on,0.8621814846992493
3428,3495,Stop/Start the juice!,iot:wemo_on,iot,valid,email:sendemail,0.6943843960762024
3429,1678,Switch on smart plug.,iot:wemo_on,iot,valid,iot:wemo_on,0.9992995262145996
3430,414,turn on the plug socket 1.,iot:wemo_on,iot,train_ms,iot:wemo_on,0.7080149054527283
3431,373,Switch the smart plug socket.,iot:wemo_on,iot,train_ms,iot:wemo_on,0.8681251406669617
3432,12564,start a new list,lists:createoradd,lists,test,lists:createoradd,0.9775717854499816
3433,13051,Make a new list for school supplies,lists:createoradd,lists,train_ms,lists:query,0.6159415245056152
3434,13265,update my list,lists:createoradd,lists,test,lists:query,0.978459358215332
3435,12630,A new list to be created by 12noon tomorrow.,lists:createoradd,lists,valid,lists:createoradd,0.9998591542243958
3436,12417,Please create a new list,lists:createoradd,lists,valid,lists:createoradd,0.9812859892845154
3437,13093,Bring up a new shopping list.,lists:createoradd,lists,test,lists:query,0.6405449509620667
3438,13398,Open my grocery list and add bananas to it.,lists:createoradd,lists,train_nlu,lists:createoradd,0.9994028210639954
3439,12859,Alexa add bananas to my shopping list.,lists:createoradd,lists,train_ms,lists:createoradd,0.8217562437057495
3440,13403,I want you to create a list for me,lists:createoradd,lists,test,lists:createoradd,0.9674071669578552
3441,12975,Add new item,lists:createoradd,lists,valid,nlu_fallback,0.3
3442,13084,Create a new list for me,lists:createoradd,lists,test,lists:createoradd,0.9993796944618224
3443,12685,produce a new register,lists:createoradd,lists,train_ms,calendar:query,0.4441125988960266
3444,12734,The list should contain this item.,lists:createoradd,lists,test,lists:query,0.7771949172019958
3445,12537,Create vacation list,lists:createoradd,lists,train_ms,lists:createoradd,0.8324135541915894
3446,12493,Open me a new list.,lists:createoradd,lists,train_ms,nlu_fallback,0.3
3447,13199,Add this one also.,lists:createoradd,lists,test,lists:remove,0.9046953916549684
3448,12612,Can you add milk to my grocery list?,lists:createoradd,lists,test,lists:createoradd,0.9927287697792052
3449,13268,Please create a list of Due payment those who not received more then 10 Months.,lists:createoradd,lists,train_nlu,lists:createoradd,0.9993812441825868
3450,12707,Add spent five dollars in my expenses list.,lists:createoradd,lists,train_nlu,lists:createoradd,0.9991791248321532
3451,12546,Make a list of numbers for me,lists:createoradd,lists,train_nlu,lists:createoradd,0.9993407130241394
3452,12640,Make a new list,lists:createoradd,lists,train_nlu,lists:createoradd,0.9960054755210876
3453,13269,Please Find all name start with alphabetic of 'G' and create a list.,lists:createoradd,lists,test,lists:createoradd,0.9747692942619324
3454,12567,PDA please make a list.,lists:createoradd,lists,test,lists:createoradd,0.8960703015327454
3455,13306,PUT MILK ON MY SHOPPING LIST,lists:createoradd,lists,valid,lists:query,0.9983015060424804
3456,12529,Add to the list,lists:createoradd,lists,test,lists:createoradd,0.91292405128479
3457,13239,add this to a list,lists:createoradd,lists,train_ms,lists:createoradd,0.825459361076355
3458,12995,olly I need you to put walk the dog on my list to do,lists:createoradd,lists,train_ms,lists:query,0.8372948169708252
3459,13004,open a new list for me,lists:createoradd,lists,valid,lists:createoradd,0.8625140190124512
3460,13400,Please open grocery list and add bananas to list.,lists:createoradd,lists,train_ms,lists:createoradd,0.9985108971595764
3461,12510,I want to make next week's to-do list,lists:createoradd,lists,train_nlu,lists:createoradd,0.9965903162956238
3462,12960,make a new list for me,lists:createoradd,lists,valid,lists:createoradd,0.9970124363899232
3463,13267,Please Find all name start with alphabetic of 'A' and create a list.,lists:createoradd,lists,train_ms,lists:createoradd,0.989072561264038
3464,13315,Add a Tab to the shopping list,lists:createoradd,lists,train_ms,lists:createoradd,0.9287700057029724
3465,13050,add pencil to school supplies list,lists:createoradd,lists,valid,social:query,0.5324236154556274
3466,12962,Could you create a new list for me,lists:createoradd,lists,train_nlu,lists:createoradd,0.9945690631866456
3467,13270,add new songs to playlist,lists:createoradd,lists,valid,music:settings,0.4432835280895233
3468,12743,add this to the list,lists:createoradd,lists,test,lists:createoradd,0.7362797856330872
3469,12476,make list,lists:createoradd,lists,valid,lists:createoradd,0.94760662317276
3470,13421,PDA please add new item to list,lists:createoradd,lists,test,lists:createoradd,0.8761200308799744
3471,12603,Please make a list of thing I have to shop tomorrow,lists:createoradd,lists,test,lists:query,0.9965110421180724
3472,12475,create list,lists:createoradd,lists,test,lists:createoradd,0.8579708337783813
3473,13001,Can you add cups to my grocery list?,lists:createoradd,lists,train_nlu,lists:createoradd,0.9993350505828856
3474,12415,Creat a new to-do list,lists:createoradd,lists,train_nlu,lists:createoradd,0.999319851398468
3475,13206,enter this to a list.,lists:createoradd,lists,test,nlu_fallback,0.3
3476,12636,Add Diapers in cosmetic list,lists:createoradd,lists,train_nlu,lists:createoradd,0.9997574687004088
3477,13083,"Create a new list, please",lists:createoradd,lists,train_ms,lists:createoradd,0.986677348613739
3478,12442,I also need to buy batteries AAA,lists:createoradd,lists,train_nlu,lists:createoradd,0.9994972348213196
3479,12458,I need to put together a todo list for work.,lists:createoradd,lists,test,lists:query,0.908093273639679
3480,13106,Add mow lawn to things to do list,lists:createoradd,lists,test,lists:query,0.6560428142547607
3481,12952,create a new list of ....,lists:createoradd,lists,valid,lists:createoradd,0.9978700876235962
3482,12465,Please put bread on the grocery list,lists:createoradd,lists,test,lists:createoradd,0.984178364276886
3483,12784,create an item to be added to my list.,lists:createoradd,lists,train_ms,lists:createoradd,0.8505388498306274
3484,13325,my new work schedule list,lists:createoradd,lists,train_ms,lists:query,0.9900922775268556
3485,12847,Add eggs to my list,lists:createoradd,lists,test,lists:createoradd,0.9994788765907288
3486,12552,Please start a new list,lists:createoradd,lists,test,lists:createoradd,0.972698986530304
3487,13063,Please add deodorant to my shopping list.,lists:createoradd,lists,test,lists:query,0.6136389970779419
3488,12667,add grocery to list,lists:createoradd,lists,train_ms,lists:createoradd,0.9995388984680176
3489,12452,Can you create a new list in my podcast?,lists:createoradd,lists,train_ms,lists:createoradd,0.9572182297706604
3490,13077,Start creating a new list,lists:createoradd,lists,train_nlu,lists:createoradd,0.999390423297882
3491,13377,alexa add shoes to my list,lists:createoradd,lists,train_ms,lists:createoradd,0.9280484318733216
3492,12528,Add this item to the list,lists:createoradd,lists,train_ms,lists:remove,0.8673242926597595
3493,13363,save appointment to list,lists:createoradd,lists,train_nlu,lists:createoradd,0.9869364500045776
3494,13027,Remind me to buy jeans on my shopping list,lists:createoradd,lists,test,lists:query,0.9760805368423462
3495,17532,Make a list about selena gomez concert schedule,lists:createoradd,lists,test,lists:createoradd,0.820845365524292
3496,13026,Put laundry on my to-do list,lists:createoradd,lists,valid,lists:query,0.692585289478302
3497,12683,generate a new inventory,lists:createoradd,lists,train_nlu,lists:createoradd,0.9998770952224731
3498,13294,Make me a new checklist.,lists:createoradd,lists,train_ms,lists:query,0.9860347509384156
3499,12782,"PDA, please add an item in my calendar.",lists:createoradd,lists,test,lists:remove,0.609153151512146
3500,13018,add milk to the grocery list,lists:createoradd,lists,train_nlu,lists:createoradd,0.9986817240715028
3501,13193,Put milk on the shopping list.,lists:createoradd,lists,test,lists:query,0.9990565776824952
